periode_pengujian,nama_lokasi,parameter,satuan,nilai,indeks_pencemaran
Periode 2, Glodok  ,Zat Padat Terlarut,(mg/L),466,1.76
Periode 2, Glodok  ,Kekeruhan,NTU,0.02,1.76
Periode 2, Glodok  ,Besi (Fe),(mg/L),0.08,1.76
Periode 2, Glodok  ,Fluorida,(mg/L),0.39,1.76
Periode 2, Glodok  ,Total Hardness,(mg/L),11.76,1.76
Periode 2, Glodok  ,Chlorida,(mg/L),46.87,1.76
Periode 2, Glodok  ,Mangan (Mn),(mg/L),0.05,1.76
Periode 2, Glodok  ,Nitrat,(mg/L),0.12,1.76
Periode 2, Glodok  ,Nitrit,(mg/L),0.008,1.76
Periode 2, Glodok  ,Ph,(mg/L),8.3,1.76
Periode 2, Glodok  ,Seng (Zn),(mg/L),0.07,1.76
Periode 2, Glodok  ,Sulfat,(mg/L),3,1.76
Periode 2, Glodok  ,Senyawa Aktif Biru Metilen,(mg/L),0.15,1.76
Periode 2, Glodok  ,Organik (KMnO4),(mg/L),7.45,1.76
Periode 2, Glodok  ,Suhu,(Celcius),23.6,1.76
Periode 2, Glodok  ,Bakteri Koli,(Jlm/100mL),0,1.76
Periode 2, Keagungan ,Zat Padat Terlarut,(mg/L),1830,11.4
Periode 2, Keagungan ,Kekeruhan,NTU,15.47,11.4
Periode 2, Keagungan ,Besi (Fe),(mg/L),0.33,11.4
Periode 2, Keagungan ,Fluorida,(mg/L),0.76,11.4
Periode 2, Keagungan ,Total Hardness,(mg/L),231.31,11.4
Periode 2, Keagungan ,Chlorida,(mg/L),568.64,11.4
Periode 2, Keagungan ,Mangan (Mn),(mg/L),0.11,11.4
Periode 2, Keagungan ,Nitrat,(mg/L),0.25,11.4
Periode 2, Keagungan ,Nitrit,(mg/L),0.011,11.4
Periode 2, Keagungan ,Ph,(mg/L),8.4,11.4
Periode 2, Keagungan ,Seng (Zn),(mg/L),0.02,11.4
Periode 2, Keagungan ,Sulfat,(mg/L),8.77,11.4
Periode 2, Keagungan ,Senyawa Aktif Biru Metilen,(mg/L),0.1,11.4
Periode 2, Keagungan ,Organik (KMnO4),(mg/L),57.97,11.4
Periode 2, Keagungan ,Suhu,(Celcius),23.6,11.4
Periode 2, Keagungan ,Bakteri Koli,(Jlm/100mL),1000,11.4
Periode 2, Krukut ,Zat Padat Terlarut,(mg/L),296,1.34
Periode 2, Krukut ,Kekeruhan,NTU,0.97,1.34
Periode 2, Krukut ,Besi (Fe),(mg/L),0.08,1.34
Periode 2, Krukut ,Fluorida,(mg/L),0.29,1.34
Periode 2, Krukut ,Total Hardness,(mg/L),12.76,1.34
Periode 2, Krukut ,Chlorida,(mg/L),36.78,1.34
Periode 2, Krukut ,Mangan (Mn),(mg/L),0.05,1.34
Periode 2, Krukut ,Nitrat,(mg/L),0.09,1.34
Periode 2, Krukut ,Nitrit,(mg/L),0.004,1.34
Periode 2, Krukut ,Ph,(mg/L),8,1.34
Periode 2, Krukut ,Seng (Zn),(mg/L),0.01,1.34
Periode 2, Krukut ,Sulfat,(mg/L),20.47,1.34
Periode 2, Krukut ,Senyawa Aktif Biru Metilen,(mg/L),0.06,1.34
Periode 2, Krukut ,Organik (KMnO4),(mg/L),5.34,1.34
Periode 2, Krukut ,Suhu,(Celcius),23.5,1.34
Periode 2, Krukut ,Bakteri Koli,(Jlm/100mL),0,1.34
Periode 2, Mangga Besar ,Zat Padat Terlarut,(mg/L),421,3.15
Periode 2, Mangga Besar ,Kekeruhan,NTU,18.67,3.15
Periode 2, Mangga Besar ,Besi (Fe),(mg/L),0.08,3.15
Periode 2, Mangga Besar ,Fluorida,(mg/L),0.22,3.15
Periode 2, Mangga Besar ,Total Hardness,(mg/L),44.87,3.15
Periode 2, Mangga Besar ,Chlorida,(mg/L),47.27,3.15
Periode 2, Mangga Besar ,Mangan (Mn),(mg/L),0.24,3.15
Periode 2, Mangga Besar ,Nitrat,(mg/L),0.13,3.15
Periode 2, Mangga Besar ,Nitrit,(mg/L),0.005,3.15
Periode 2, Mangga Besar ,Ph,(mg/L),7.7,3.15
Periode 2, Mangga Besar ,Seng (Zn),(mg/L),0.01,3.15
Periode 2, Mangga Besar ,Sulfat,(mg/L),37.81,3.15
Periode 2, Mangga Besar ,Senyawa Aktif Biru Metilen,(mg/L),0.28,3.15
Periode 2, Mangga Besar ,Organik (KMnO4),(mg/L),11.28,3.15
Periode 2, Mangga Besar ,Suhu,(Celcius),23.5,3.15
Periode 2, Mangga Besar ,Bakteri Koli,(Jlm/100mL),200,3.15
Periode 2, Maphar ,Zat Padat Terlarut,(mg/L),315,1.73
Periode 2, Maphar ,Kekeruhan,NTU,3.99,1.73
Periode 2, Maphar ,Besi (Fe),(mg/L),0.16,1.73
Periode 2, Maphar ,Fluorida,(mg/L),0.1,1.73
Periode 2, Maphar ,Total Hardness,(mg/L),19.94,1.73
Periode 2, Maphar ,Chlorida,(mg/L),36.34,1.73
Periode 2, Maphar ,Mangan (Mn),(mg/L),0.15,1.73
Periode 2, Maphar ,Nitrat,(mg/L),0.04,1.73
Periode 2, Maphar ,Nitrit,(mg/L),0.006,1.73
Periode 2, Maphar ,Ph,(mg/L),7.8,1.73
Periode 2, Maphar ,Seng (Zn),(mg/L),0.02,1.73
Periode 2, Maphar ,Sulfat,(mg/L),35.78,1.73
Periode 2, Maphar ,Senyawa Aktif Biru Metilen,(mg/L),0.15,1.73
Periode 2, Maphar ,Organik (KMnO4),(mg/L),6.25,1.73
Periode 2, Maphar ,Suhu,(Celcius),23.6,1.73
Periode 2, Maphar ,Bakteri Koli,(Jlm/100mL),0,1.73
Periode 2, Pinangsia ,Zat Padat Terlarut,(mg/L),287,10.7
Periode 2, Pinangsia ,Kekeruhan,NTU,150.5,10.7
Periode 2, Pinangsia ,Besi (Fe),(mg/L),0.08,10.7
Periode 2, Pinangsia ,Fluorida,(mg/L),0.05,10.7
Periode 2, Pinangsia ,Total Hardness,(mg/L),85.34,10.7
Periode 2, Pinangsia ,Chlorida,(mg/L),33.8,10.7
Periode 2, Pinangsia ,Mangan (Mn),(mg/L),0.07,10.7
Periode 2, Pinangsia ,Nitrat,(mg/L),0.46,10.7
Periode 2, Pinangsia ,Nitrit,(mg/L),0.015,10.7
Periode 2, Pinangsia ,Ph,(mg/L),7.1,10.7
Periode 2, Pinangsia ,Seng (Zn),(mg/L),0.01,10.7
Periode 2, Pinangsia ,Sulfat,(mg/L),32.72,10.7
Periode 2, Pinangsia ,Senyawa Aktif Biru Metilen,(mg/L),0.11,10.7
Periode 2, Pinangsia ,Organik (KMnO4),(mg/L),40.41,10.7
Periode 2, Pinangsia ,Suhu,(Celcius),23.7,10.7
Periode 2, Pinangsia ,Bakteri Koli,(Jlm/100mL),0,10.7
Periode 2, Taman Sari ,Zat Padat Terlarut,(mg/L),761,1.83
Periode 2, Taman Sari ,Kekeruhan,NTU,0.02,1.83
Periode 2, Taman Sari ,Besi (Fe),(mg/L),0.1,1.83
Periode 2, Taman Sari ,Fluorida,(mg/L),0.79,1.83
Periode 2, Taman Sari ,Total Hardness,(mg/L),34.5,1.83
Periode 2, Taman Sari ,Chlorida,(mg/L),146.14,1.83
Periode 2, Taman Sari ,Mangan (Mn),(mg/L),0.05,1.83
Periode 2, Taman Sari ,Nitrat,(mg/L),0.12,1.83
Periode 2, Taman Sari ,Nitrit,(mg/L),0.003,1.83
Periode 2, Taman Sari ,Ph,(mg/L),8.2,1.83
Periode 2, Taman Sari ,Seng (Zn),(mg/L),0.01,1.83
Periode 2, Taman Sari ,Sulfat,(mg/L),53.08,1.83
Periode 2, Taman Sari ,Senyawa Aktif Biru Metilen,(mg/L),0.08,1.83
Periode 2, Taman Sari ,Organik (KMnO4),(mg/L),4.02,1.83
Periode 2, Taman Sari ,Suhu,(Celcius),23.8,1.83
Periode 2, Taman Sari ,Bakteri Koli,(Jlm/100mL),0,1.83
Periode 2, Tangki ,Zat Padat Terlarut,(mg/L),703,2.44
Periode 2, Tangki ,Kekeruhan,NTU,1.2,2.44
Periode 2, Tangki ,Besi (Fe),(mg/L),0.11,2.44
Periode 2, Tangki ,Fluorida,(mg/L),0.8,2.44
Periode 2, Tangki ,Total Hardness,(mg/L),18.54,2.44
Periode 2, Tangki ,Chlorida,(mg/L),132.22,2.44
Periode 2, Tangki ,Mangan (Mn),(mg/L),0.05,2.44
Periode 2, Tangki ,Nitrat,(mg/L),0.79,2.44
Periode 2, Tangki ,Nitrit,(mg/L),0.094,2.44
Periode 2, Tangki ,Ph,(mg/L),8.3,2.44
Periode 2, Tangki ,Seng (Zn),(mg/L),0.03,2.44
Periode 2, Tangki ,Sulfat,(mg/L),53.25,2.44
Periode 2, Tangki ,Senyawa Aktif Biru Metilen,(mg/L),0.1,2.44
Periode 2, Tangki ,Organik (KMnO4),(mg/L),7.38,2.44
Periode 2, Tangki ,Suhu,(Celcius),23.5,2.44
Periode 2, Tangki ,Bakteri Koli,(Jlm/100mL),0,2.44
Periode 2, Roa Malaka ,Zat Padat Terlarut,(mg/L),925,5.19
Periode 2, Roa Malaka ,Kekeruhan,NTU,20.6,5.19
Periode 2, Roa Malaka ,Besi (Fe),(mg/L),0.14,5.19
Periode 2, Roa Malaka ,Fluorida,(mg/L),0.8,5.19
Periode 2, Roa Malaka ,Total Hardness,(mg/L),150.75,5.19
Periode 2, Roa Malaka ,Chlorida,(mg/L),238.09,5.19
Periode 2, Roa Malaka ,Mangan (Mn),(mg/L),1.35,5.19
Periode 2, Roa Malaka ,Nitrat,(mg/L),0.05,5.19
Periode 2, Roa Malaka ,Nitrit,(mg/L),0.003,5.19
Periode 2, Roa Malaka ,Ph,(mg/L),7.8,5.19
Periode 2, Roa Malaka ,Seng (Zn),(mg/L),1.35,5.19
Periode 2, Roa Malaka ,Sulfat,(mg/L),6.11,5.19
Periode 2, Roa Malaka ,Senyawa Aktif Biru Metilen,(mg/L),0.38,5.19
Periode 2, Roa Malaka ,Organik (KMnO4),(mg/L),7.6,5.19
Periode 2, Roa Malaka ,Suhu,(Celcius),23.7,5.19
Periode 2, Roa Malaka ,Bakteri Koli,(Jlm/100mL),0,5.19
Periode 2, Tambora ,Zat Padat Terlarut,(mg/L),536,4.15
Periode 2, Tambora ,Kekeruhan,NTU,0.02,4.15
Periode 2, Tambora ,Besi (Fe),(mg/L),0.08,4.15
Periode 2, Tambora ,Fluorida,(mg/L),1.19,4.15
Periode 2, Tambora ,Total Hardness,(mg/L),99.7,4.15
Periode 2, Tambora ,Chlorida,(mg/L),137.69,4.15
Periode 2, Tambora ,Mangan (Mn),(mg/L),1.32,4.15
Periode 2, Tambora ,Nitrat,(mg/L),0.02,4.15
Periode 2, Tambora ,Nitrit,(mg/L),0.011,4.15
Periode 2, Tambora ,Ph,(mg/L),7.8,4.15
Periode 2, Tambora ,Seng (Zn),(mg/L),0.01,4.15
Periode 2, Tambora ,Sulfat,(mg/L),46.07,4.15
Periode 2, Tambora ,Senyawa Aktif Biru Metilen,(mg/L),0.06,4.15
Periode 2, Tambora ,Organik (KMnO4),(mg/L),6.28,4.15
Periode 2, Tambora ,Suhu,(Celcius),23.5,4.15
Periode 2, Tambora ,Bakteri Koli,(Jlm/100mL),0,4.15
Periode 2, Tanah Sereal ,Zat Padat Terlarut,(mg/L),1310,2.50
Periode 2, Tanah Sereal ,Kekeruhan,NTU,0.2,2.50
Periode 2, Tanah Sereal ,Besi (Fe),(mg/L),0.1,2.50
Periode 2, Tanah Sereal ,Fluorida,(mg/L),1.07,2.50
Periode 2, Tanah Sereal ,Total Hardness,(mg/L),19.94,2.50
Periode 2, Tanah Sereal ,Chlorida,(mg/L),201.09,2.50
Periode 2, Tanah Sereal ,Mangan (Mn),(mg/L),0.05,2.50
Periode 2, Tanah Sereal ,Nitrat,(mg/L),0.15,2.50
Periode 2, Tanah Sereal ,Nitrit,(mg/L),0.003,2.50
Periode 2, Tanah Sereal ,Ph,(mg/L),8.5,2.50
Periode 2, Tanah Sereal ,Seng (Zn),(mg/L),0.01,2.50
Periode 2, Tanah Sereal ,Sulfat,(mg/L),224.27,2.50
Periode 2, Tanah Sereal ,Senyawa Aktif Biru Metilen,(mg/L),0.17,2.50
Periode 2, Tanah Sereal ,Organik (KMnO4),(mg/L),3.13,2.50
Periode 2, Tanah Sereal ,Suhu,(Celcius),23.4,2.50
Periode 2, Tanah Sereal ,Bakteri Koli,(Jlm/100mL),0,2.50
Periode 2, Angke ,Zat Padat Terlarut,(mg/L),393,0.78
Periode 2, Angke ,Kekeruhan,NTU,0.02,0.78
Periode 2, Angke ,Besi (Fe),(mg/L),0.13,0.78
Periode 2, Angke ,Fluorida,(mg/L),0.29,0.78
Periode 2, Angke ,Total Hardness,(mg/L),15.71,0.78
Periode 2, Angke ,Chlorida,(mg/L),43.83,0.78
Periode 2, Angke ,Mangan (Mn),(mg/L),0.05,0.78
Periode 2, Angke ,Nitrat,(mg/L),0,0.78
Periode 2, Angke ,Nitrit,(mg/L),0.005,0.78
Periode 2, Angke ,Ph,(mg/L),8.1,0.78
Periode 2, Angke ,Seng (Zn),(mg/L),0.01,0.78
Periode 2, Angke ,Sulfat,(mg/L),62.56,0.78
Periode 2, Angke ,Senyawa Aktif Biru Metilen,(mg/L),0.05,0.78
Periode 2, Angke ,Organik (KMnO4),(mg/L),0.26,0.78
Periode 2, Angke ,Suhu,(Celcius),24.3,0.78
Periode 2, Angke ,Bakteri Koli,(Jlm/100mL),400,0.78
Periode 2, Duri Selatan ,Zat Padat Terlarut,(mg/L),839,1.18
Periode 2, Duri Selatan ,Kekeruhan,NTU,0.02,1.18
Periode 2, Duri Selatan ,Besi (Fe),(mg/L),0.08,1.18
Periode 2, Duri Selatan ,Fluorida,(mg/L),0.27,1.18
Periode 2, Duri Selatan ,Total Hardness,(mg/L),34.49,1.18
Periode 2, Duri Selatan ,Chlorida,(mg/L),187.44,1.18
Periode 2, Duri Selatan ,Mangan (Mn),(mg/L),0.09,1.18
Periode 2, Duri Selatan ,Nitrat,(mg/L),0,1.18
Periode 2, Duri Selatan ,Nitrit,(mg/L),0.004,1.18
Periode 2, Duri Selatan ,Ph,(mg/L),8.3,1.18
Periode 2, Duri Selatan ,Seng (Zn),(mg/L),0.05,1.18
Periode 2, Duri Selatan ,Sulfat,(mg/L),69.39,1.18
Periode 2, Duri Selatan ,Senyawa Aktif Biru Metilen,(mg/L),0.06,1.18
Periode 2, Duri Selatan ,Organik (KMnO4),(mg/L),0.29,1.18
Periode 2, Duri Selatan ,Suhu,(Celcius),23.7,1.18
Periode 2, Duri Selatan ,Bakteri Koli,(Jlm/100mL),1200,1.18
Periode 2, Duri Utara ,Zat Padat Terlarut,(mg/L),3060,3.91
Periode 2, Duri Utara ,Kekeruhan,NTU,0.02,3.91
Periode 2, Duri Utara ,Besi (Fe),(mg/L),0.08,3.91
Periode 2, Duri Utara ,Fluorida,(mg/L),0.54,3.91
Periode 2, Duri Utara ,Total Hardness,(mg/L),204.29,3.91
Periode 2, Duri Utara ,Chlorida,(mg/L),285.84,3.91
Periode 2, Duri Utara ,Mangan (Mn),(mg/L),0.39,3.91
Periode 2, Duri Utara ,Nitrat,(mg/L),0.91,3.91
Periode 2, Duri Utara ,Nitrit,(mg/L),0.033,3.91
Periode 2, Duri Utara ,Ph,(mg/L),8.5,3.91
Periode 2, Duri Utara ,Seng (Zn),(mg/L),0.25,3.91
Periode 2, Duri Utara ,Sulfat,(mg/L),59.71,3.91
Periode 2, Duri Utara ,Senyawa Aktif Biru Metilen,(mg/L),0.04,3.91
Periode 2, Duri Utara ,Organik (KMnO4),(mg/L),0.38,3.91
Periode 2, Duri Utara ,Suhu,(Celcius),24,3.91
Periode 2, Duri Utara ,Bakteri Koli,(Jlm/100mL),0,3.91
Periode 2, Jembatan Besi ,Zat Padat Terlarut,(mg/L),692,1.15
Periode 2, Jembatan Besi ,Kekeruhan,NTU,0.02,1.15
Periode 2, Jembatan Besi ,Besi (Fe),(mg/L),0.08,1.15
Periode 2, Jembatan Besi ,Fluorida,(mg/L),0.39,1.15
Periode 2, Jembatan Besi ,Total Hardness,(mg/L),72.86,1.15
Periode 2, Jembatan Besi ,Chlorida,(mg/L),59.53,1.15
Periode 2, Jembatan Besi ,Mangan (Mn),(mg/L),0.05,1.15
Periode 2, Jembatan Besi ,Nitrat,(mg/L),0,1.15
Periode 2, Jembatan Besi ,Nitrit,(mg/L),0.004,1.15
Periode 2, Jembatan Besi ,Ph,(mg/L),8.5,1.15
Periode 2, Jembatan Besi ,Seng (Zn),(mg/L),0.01,1.15
Periode 2, Jembatan Besi ,Sulfat,(mg/L),60.01,1.15
Periode 2, Jembatan Besi ,Senyawa Aktif Biru Metilen,(mg/L),0.04,1.15
Periode 2, Jembatan Besi ,Organik (KMnO4),(mg/L),0.15,1.15
Periode 2, Jembatan Besi ,Suhu,(Celcius),24.9,1.15
Periode 2, Jembatan Besi ,Bakteri Koli,(Jlm/100mL),0,1.15
Periode 2, Jembatan Lima ,Zat Padat Terlarut,(mg/L),628,1.19
Periode 2, Jembatan Lima ,Kekeruhan,NTU,0.02,1.19
Periode 2, Jembatan Lima ,Besi (Fe),(mg/L),0.08,1.19
Periode 2, Jembatan Lima ,Fluorida,(mg/L),0.89,1.19
Periode 2, Jembatan Lima ,Total Hardness,(mg/L),10.82,1.19
Periode 2, Jembatan Lima ,Chlorida,(mg/L),34.93,1.19
Periode 2, Jembatan Lima ,Mangan (Mn),(mg/L),0.05,1.19
Periode 2, Jembatan Lima ,Nitrat,(mg/L),0,1.19
Periode 2, Jembatan Lima ,Nitrit,(mg/L),0.005,1.19
Periode 2, Jembatan Lima ,Ph,(mg/L),8.6,1.19
Periode 2, Jembatan Lima ,Seng (Zn),(mg/L),0.01,1.19
Periode 2, Jembatan Lima ,Sulfat,(mg/L),69.88,1.19
Periode 2, Jembatan Lima ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.19
Periode 2, Jembatan Lima ,Organik (KMnO4),(mg/L),0.26,1.19
Periode 2, Jembatan Lima ,Suhu,(Celcius),24.5,1.19
Periode 2, Jembatan Lima ,Bakteri Koli,(Jlm/100mL),0,1.19
Periode 2, Kali anyar ,Zat Padat Terlarut,(mg/L),806,1.78
Periode 2, Kali anyar ,Kekeruhan,NTU,0.02,1.78
Periode 2, Kali anyar ,Besi (Fe),(mg/L),0.13,1.78
Periode 2, Kali anyar ,Fluorida,(mg/L),0.32,1.78
Periode 2, Kali anyar ,Total Hardness,(mg/L),186.73,1.78
Periode 2, Kali anyar ,Chlorida,(mg/L),34.93,1.78
Periode 2, Kali anyar ,Mangan (Mn),(mg/L),0.05,1.78
Periode 2, Kali anyar ,Nitrat,(mg/L),0.52,1.78
Periode 2, Kali anyar ,Nitrit,(mg/L),0.029,1.78
Periode 2, Kali anyar ,Ph,(mg/L),8.4,1.78
Periode 2, Kali anyar ,Seng (Zn),(mg/L),0.03,1.78
Periode 2, Kali anyar ,Sulfat,(mg/L),53.54,1.78
Periode 2, Kali anyar ,Senyawa Aktif Biru Metilen,(mg/L),0.05,1.78
Periode 2, Kali anyar ,Organik (KMnO4),(mg/L),1.19,1.78
Periode 2, Kali anyar ,Suhu,(Celcius),23.9,1.78
Periode 2, Kali anyar ,Bakteri Koli,(Jlm/100mL),800,1.78
Periode 2, Krendang ,Zat Padat Terlarut,(mg/L),363,1.43
Periode 2, Krendang ,Kekeruhan,NTU,0.41,1.43
Periode 2, Krendang ,Besi (Fe),(mg/L),0.08,1.43
Periode 2, Krendang ,Fluorida,(mg/L),0.22,1.43
Periode 2, Krendang ,Total Hardness,(mg/L),33.5,1.43
Periode 2, Krendang ,Chlorida,(mg/L),25.8,1.43
Periode 2, Krendang ,Mangan (Mn),(mg/L),0.05,1.43
Periode 2, Krendang ,Nitrat,(mg/L),0.63,1.43
Periode 2, Krendang ,Nitrit,(mg/L),0.007,1.43
Periode 2, Krendang ,Ph,(mg/L),8.2,1.43
Periode 2, Krendang ,Seng (Zn),(mg/L),0.01,1.43
Periode 2, Krendang ,Sulfat,(mg/L),40.84,1.43
Periode 2, Krendang ,Senyawa Aktif Biru Metilen,(mg/L),0.06,1.43
Periode 2, Krendang ,Organik (KMnO4),(mg/L),4.95,1.43
Periode 2, Krendang ,Suhu,(Celcius),23.6,1.43
Periode 2, Krendang ,Bakteri Koli,(Jlm/100mL),100,1.43
Periode 2, Pekojan ,Zat Padat Terlarut,(mg/L),352,6.60
Periode 2, Pekojan ,Kekeruhan,NTU,20.85,6.60
Periode 2, Pekojan ,Besi (Fe),(mg/L),0.66,6.60
Periode 2, Pekojan ,Fluorida,(mg/L),0.05,6.60
Periode 2, Pekojan ,Total Hardness,(mg/L),78.56,6.60
Periode 2, Pekojan ,Chlorida,(mg/L),60.24,6.60
Periode 2, Pekojan ,Mangan (Mn),(mg/L),2.17,6.60
Periode 2, Pekojan ,Nitrat,(mg/L),0.08,6.60
Periode 2, Pekojan ,Nitrit,(mg/L),0.011,6.60
Periode 2, Pekojan ,Ph,(mg/L),8.1,6.60
Periode 2, Pekojan ,Seng (Zn),(mg/L),0.02,6.60
Periode 2, Pekojan ,Sulfat,(mg/L),54.29,6.60
Periode 2, Pekojan ,Senyawa Aktif Biru Metilen,(mg/L),0.08,6.60
Periode 2, Pekojan ,Organik (KMnO4),(mg/L),13.03,6.60
Periode 2, Pekojan ,Suhu,(Celcius),23.5,6.60
Periode 2, Pekojan ,Bakteri Koli,(Jlm/100mL),0,6.60
Periode 2, Tanjung Duri Kepa ,Zat Padat Terlarut,(mg/L),488,1.90
Periode 2, Tanjung Duri Kepa ,Kekeruhan,NTU,0.43,1.90
Periode 2, Tanjung Duri Kepa ,Besi (Fe),(mg/L),0.08,1.90
Periode 2, Tanjung Duri Kepa ,Fluorida,(mg/L),0.19,1.90
Periode 2, Tanjung Duri Kepa ,Total Hardness,(mg/L),45.46,1.90
Periode 2, Tanjung Duri Kepa ,Chlorida,(mg/L),65.12,1.90
Periode 2, Tanjung Duri Kepa ,Mangan (Mn),(mg/L),0.05,1.90
Periode 2, Tanjung Duri Kepa ,Nitrat,(mg/L),3.18,1.90
Periode 2, Tanjung Duri Kepa ,Nitrit,(mg/L),0.006,1.90
Periode 2, Tanjung Duri Kepa ,Ph,(mg/L),8.2,1.90
Periode 2, Tanjung Duri Kepa ,Seng (Zn),(mg/L),0.01,1.90
Periode 2, Tanjung Duri Kepa ,Sulfat,(mg/L),110.48,1.90
Periode 2, Tanjung Duri Kepa ,Senyawa Aktif Biru Metilen,(mg/L),0.07,1.90
Periode 2, Tanjung Duri Kepa ,Organik (KMnO4),(mg/L),5.4,1.90
Periode 2, Tanjung Duri Kepa ,Suhu,(Celcius),23.8,1.90
Periode 2, Tanjung Duri Kepa ,Bakteri Koli,(Jlm/100mL),300,1.90
Periode 2, Kebon Jeruk ,Zat Padat Terlarut,(mg/L),363,1.89
Periode 2, Kebon Jeruk ,Kekeruhan,NTU,0.85,1.89
Periode 2, Kebon Jeruk ,Besi (Fe),(mg/L),0.08,1.89
Periode 2, Kebon Jeruk ,Fluorida,(mg/L),0.21,1.89
Periode 2, Kebon Jeruk ,Total Hardness,(mg/L),90.53,1.89
Periode 2, Kebon Jeruk ,Chlorida,(mg/L),42.75,1.89
Periode 2, Kebon Jeruk ,Mangan (Mn),(mg/L),0.05,1.89
Periode 2, Kebon Jeruk ,Nitrat,(mg/L),2.15,1.89
Periode 2, Kebon Jeruk ,Nitrit,(mg/L),0.09,1.89
Periode 2, Kebon Jeruk ,Ph,(mg/L),8.2,1.89
Periode 2, Kebon Jeruk ,Seng (Zn),(mg/L),0.02,1.89
Periode 2, Kebon Jeruk ,Sulfat,(mg/L),24.25,1.89
Periode 2, Kebon Jeruk ,Senyawa Aktif Biru Metilen,(mg/L),0.06,1.89
Periode 2, Kebon Jeruk ,Organik (KMnO4),(mg/L),5.57,1.89
Periode 2, Kebon Jeruk ,Suhu,(Celcius),23.9,1.89
Periode 2, Kebon Jeruk ,Bakteri Koli,(Jlm/100mL),0,1.89
Periode 2, Kedoya Selatan ,Zat Padat Terlarut,(mg/L),270,0.99
Periode 2, Kedoya Selatan ,Kekeruhan,NTU,0.02,0.99
Periode 2, Kedoya Selatan ,Besi (Fe),(mg/L),0.09,0.99
Periode 2, Kedoya Selatan ,Fluorida,(mg/L),0.19,0.99
Periode 2, Kedoya Selatan ,Total Hardness,(mg/L),125.1,0.99
Periode 2, Kedoya Selatan ,Chlorida,(mg/L),25.19,0.99
Periode 2, Kedoya Selatan ,Mangan (Mn),(mg/L),0.06,0.99
Periode 2, Kedoya Selatan ,Nitrat,(mg/L),1.22,0.99
Periode 2, Kedoya Selatan ,Nitrit,(mg/L),0.004,0.99
Periode 2, Kedoya Selatan ,Ph,(mg/L),7.9,0.99
Periode 2, Kedoya Selatan ,Seng (Zn),(mg/L),0.03,0.99
Periode 2, Kedoya Selatan ,Sulfat,(mg/L),43.97,0.99
Periode 2, Kedoya Selatan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.99
Periode 2, Kedoya Selatan ,Organik (KMnO4),(mg/L),0.16,0.99
Periode 2, Kedoya Selatan ,Suhu,(Celcius),23.7,0.99
Periode 2, Kedoya Selatan ,Bakteri Koli,(Jlm/100mL),0,0.99
Periode 2, Kedoya Utara ,Zat Padat Terlarut,(mg/L),255,1.00
Periode 2, Kedoya Utara ,Kekeruhan,NTU,0.02,1.00
Periode 2, Kedoya Utara ,Besi (Fe),(mg/L),0.08,1.00
Periode 2, Kedoya Utara ,Fluorida,(mg/L),0.09,1.00
Periode 2, Kedoya Utara ,Total Hardness,(mg/L),113.27,1.00
Periode 2, Kedoya Utara ,Chlorida,(mg/L),41.92,1.00
Periode 2, Kedoya Utara ,Mangan (Mn),(mg/L),0.05,1.00
Periode 2, Kedoya Utara ,Nitrat,(mg/L),2.73,1.00
Periode 2, Kedoya Utara ,Nitrit,(mg/L),0.007,1.00
Periode 2, Kedoya Utara ,Ph,(mg/L),7.1,1.00
Periode 2, Kedoya Utara ,Seng (Zn),(mg/L),0.03,1.00
Periode 2, Kedoya Utara ,Sulfat,(mg/L),45.87,1.00
Periode 2, Kedoya Utara ,Senyawa Aktif Biru Metilen,(mg/L),0.04,1.00
Periode 2, Kedoya Utara ,Organik (KMnO4),(mg/L),0.22,1.00
Periode 2, Kedoya Utara ,Suhu,(Celcius),23.1,1.00
Periode 2, Kedoya Utara ,Bakteri Koli,(Jlm/100mL),0,1.00
Periode 2, Kelapa Dua ,Zat Padat Terlarut,(mg/L),289,1.23
Periode 2, Kelapa Dua ,Kekeruhan,NTU,0.02,1.23
Periode 2, Kelapa Dua ,Besi (Fe),(mg/L),0.08,1.23
Periode 2, Kelapa Dua ,Fluorida,(mg/L),0.28,1.23
Periode 2, Kelapa Dua ,Total Hardness,(mg/L),102.24,1.23
Periode 2, Kelapa Dua ,Chlorida,(mg/L),30.55,1.23
Periode 2, Kelapa Dua ,Mangan (Mn),(mg/L),0.05,1.23
Periode 2, Kelapa Dua ,Nitrat,(mg/L),1.42,1.23
Periode 2, Kelapa Dua ,Nitrit,(mg/L),0.003,1.23
Periode 2, Kelapa Dua ,Ph,(mg/L),7.7,1.23
Periode 2, Kelapa Dua ,Seng (Zn),(mg/L),0.04,1.23
Periode 2, Kelapa Dua ,Sulfat,(mg/L),37.56,1.23
Periode 2, Kelapa Dua ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.23
Periode 2, Kelapa Dua ,Organik (KMnO4),(mg/L),2.07,1.23
Periode 2, Kelapa Dua ,Suhu,(Celcius),23,1.23
Periode 2, Kelapa Dua ,Bakteri Koli,(Jlm/100mL),0,1.23
Periode 2, Sukabumi Selatan ,Zat Padat Terlarut,(mg/L),207,1.17
